row_id,platform,surface,publication_id,url,published_date,age_days_at_collection,collected_date,content_group_id,group_method,typologie,hook_or_caption_start,actual_format,format_detail,format_verification,ledger_format,ledger_format_matches_live,duration_s,slide_count,views,views_definition,reach,impressions,likes,comments,shares,saves,followers_gained,link_clicks,avg_watch_s,pct_viewed,core_interactions_per_1000_views,views_vs_platform_format_median,metrics_scope,observation_window,distribution,dq_notes
R225,linkedin,linkedin-company,li-co-224,,2026-09-14,12,2026-09-26,cote-divoire-bouet-willaumez,text-rule,pays,Le commandant Bouët-Willaumez n'a pas inventé la Côte d'Ivoire...,short_video,video,analytics table 'Type de post',,,,,2,LinkedIn video views (blank for images),,5,0,0,0,,,0,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R226,linkedin,linkedin-company,li-co-225,,2026-09-14,12,2026-09-26,fulbe-personne-appele-comme-ca,text-rule,peuple,Un des plus grands peuples d'Afrique de l'Ouest est connu sous quatre noms (Peul/Fula/Fulani/Fellata),short_video,video,analytics table 'Type de post',,,,,3,LinkedIn video views (blank for images),,2,0,0,0,,,0,,,0,1.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R227,linkedin,linkedin-company,li-co-226,,2026-09-14,12,2026-09-26,daloa-zokou-gbeuly,text-rule,lieu,"En Côte d'Ivoire, le fondateur de la ville de Daloa est mort en exil (Zokou Gbeuly)",image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,1,0,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R228,linkedin,linkedin-company,li-co-227,,2026-09-14,12,2026-09-26,senoufo-syenambele,text-rule,peuple,"En Côte d'Ivoire, les sculpteurs qui ont inspiré Picasso formaient une caste redoutée (Sénoufo)",image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,1,0,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R229,linkedin,linkedin-company,li-co-228,,2026-09-14,12,2026-09-26,krio-quatre-vagues-freetown,text-rule,peuple,"En espagnol et en portugais, « créole » désignait à l'origine une personne née dans une colonie...",image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,3,0,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R230,linkedin,linkedin-company,li-co-229,,2026-09-14,12,2026-09-26,ghana-qui-a-choisi-le-nom,text-rule,pays,"Ce peuple se nomme Nzema, au Ghana comme en Côte d'Ivoire... (Appolo)",short_video,video,analytics table 'Type de post',,,,,1,LinkedIn video views (blank for images),,1,0,0,0,,,0,,,0,0.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R231,linkedin,linkedin-company,li-co-230,,2026-09-12,14,2026-09-26,bantou-mot-de-linguiste-allemand,text-rule,mot,Le mot le plus rentable du divertissement occidental vient d'une langue bantoue (zombie),short_video,video,analytics table 'Type de post',,,,,1,LinkedIn video views (blank for images),,3,0,0,0,,,0,,,0,0.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R232,linkedin,linkedin-company,li-co-231,,2026-09-12,14,2026-09-26,keita-coulibaly-obligations-alliance,text-rule,patronyme,"Au Mali, deux noms de famille peuvent être liés par un pacte (cousinage à plaisanterie)",short_video,video,analytics table 'Type de post',,,,,1,LinkedIn video views (blank for images),,4,0,0,0,,,0,,,0,0.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R233,linkedin,linkedin-company,li-co-232,,2026-09-12,14,2026-09-26,vodun-mot-fon-esprit,text-rule,mot,"Au Bénin, vodun veut dire esprit. Haïti a gardé le mot...",short_video,video,analytics table 'Type de post',,,,,2,LinkedIn video views (blank for images),,7,0,0,0,,,0,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R234,linkedin,linkedin-company,li-co-233,,2026-09-12,14,2026-09-26,nzebi-muyambili-memoire,text-rule,peuple,Une fonction de mémoire vivante a disparu au Gabon en une génération...,short_video,video,analytics table 'Type de post',,,,,2,LinkedIn video views (blank for images),,3,0,0,0,,,0,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R235,linkedin,linkedin-company,li-co-234,,2026-09-12,14,2026-09-26,duala-peuple-avant-la-ville,text-rule,peuple,"À Douala, la deuxième ville d'Afrique centrale, le nom de la ville est celui du peuple...",short_video,video,analytics table 'Type de post',,,,,5,LinkedIn video views (blank for images),,13,0,0,0,,,1,,,0,2.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R236,linkedin,linkedin-company,li-co-235,,2026-09-12,14,2026-09-26,dioula-un-metier-une-langue-une-identite,text-rule,peuple,Dioula est un nom commun mandingue qui signifie marchand itinérant...,image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,5,0,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R237,linkedin,linkedin-company,li-co-236,,2026-09-12,14,2026-09-26,amazigh-berbere-deux-noms,text-rule,langue,La traduction « Amazigh = les hommes libres » a un auteur (…),image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,3,0,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R238,linkedin,linkedin-company,li-co-237,,2026-09-12,14,2026-09-26,agni-anyi-meme-peuple,text-rule,peuple,Un même peuple porte deux orthographes officielles selon le…,image_post(single/multi unverified),image,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,5,1,0,0,,,0,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R239,linkedin,linkedin-company,li-co-238,,2026-09-12,14,2026-09-26,mami-wata-nom-anglais,text-rule,mot,La divinité des eaux la plus connue du golfe de Guinée porte un nom co… (Mami Wata),short_video,video,analytics table 'Type de post',,,,,3,LinkedIn video views (blank for images),,1,0,0,0,,,0,,,0,1.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R240,linkedin,linkedin-company,li-co-239,,2026-09-12,14,2026-09-26,krou-pas-lequipage,text-rule,langue,"Le nom « Krou » ne vient pas de l'anglais crew, contrairement à l'explication…",short_video,video,analytics table 'Type de post',,,,,2,LinkedIn video views (blank for images),,2,0,0,0,,,0,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R241,x,x,x-240,https://x.com/ethniafrica/status/2100069111820689765,2026-09-16,10,2026-09-26,manden-mande-mandingue-trois-mots,text-rule,langue,« Mandé » n'est le nom propre d'aucun des trente et un peuples qu'il regroupe...,short_video,video (thread part),X page inspection,,,,,23,X views,,,0,1,0,,,,,,43.5,1.35,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R242,x,x,x-241,https://x.com/ethniafrica/status/2100069113825550586,2026-09-16,10,2026-09-26,manden-mande-mandingue-trois-mots,thread-head,langue,"En 1854, le linguiste allemand Sigismund Wilhelm Koelle...",text,text (thread part),X page inspection,,,,,17,X views,,,0,1,0,,,,,,58.8,5.67,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R243,x,x,x-242,https://x.com/ethniafrica/status/2100069115629117525,2026-09-16,10,2026-09-26,frontieres-appartenance,text-rule,,Ce qui les relie a survécu aux frontières qu'on leur a imposées...,text,text (thread part),X page inspection,,,,,2,X views,,,0,0,0,,,,,,0,0.67,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R244,x,x,x-243,https://x.com/ethniafrica/status/2100065243175047664,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,text-rule,mot,Mungo Park a-t-il découvert le fleuve Niger ? Pas tout à fait — et la réponse est dans son propre livre. (thread),short_video,video (thread part),X page inspection,,,,,17,X views,,,0,1,0,,,,,,58.8,1,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R245,x,x,x-244,https://x.com/ethniafrica/status/2100065244919824674,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,thread-head,mot,"Sa mission, en 1788 : établir le cours du fleuve. Pas le trouver...",text,text (thread part),X page inspection,,,,,12,X views,,,0,1,0,,,,,,83.3,4,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R246,x,x,x-245,https://x.com/ethniafrica/status/2100065246312386737,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,thread-head,mot,"L'embouchure, elle, restait inconnue en Europe. Il faudra attendre 1830...",text,text/image? (thread part),X page inspection,,,,,1,X views,,,0,0,0,,,,,,0,0.33,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R247,x,x,x-246,https://x.com/ethniafrica/status/2100035410697060675,2026-09-16,10,2026-09-26,cote-divoire-bouet-willaumez,text-rule,pays,Le commandant Bouët-Willaumez a-t-il inventé la Côte d'Ivoire ? (thread),short_video,video (thread part),X page inspection,,,,,16,X views,,,0,1,0,,,,,,62.5,0.94,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R248,x,x,x-247,https://x.com/ethniafrica/status/2100035413041655884,2026-09-16,10,2026-09-26,cote-divoire-bouet-willaumez,thread-head,pays,"En 1842, Paris lui ordonne de bâtir des comptoirs...",text,text (thread part),X page inspection,,,,,10,X views,,,0,1,0,,,,,,100,3.33,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R249,x,x,x-248,https://x.com/ethniafrica/status/2100035414811656278,2026-09-16,10,2026-09-26,cote-divoire-bouet-willaumez,thread-head,pays,C'est le décret du 10 mars 1893...,text,text (thread part),X page inspection,,,,,3,X views,,,0,1,0,,,,,,333.3,1,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R250,x,x,x-249,https://x.com/ethniafrica/status/2100035416254452097,2026-09-16,10,2026-09-26,cote-divoire-bouet-willaumez,text-rule,pays,"Port-Bouët, Treichville, Bingerville...",text,text (thread part),X page inspection,,,,,3,X views,,,0,0,0,,,,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic (account has 0 followers),thread part; bookmarks and clicks unavailable; not in ledger
R251,linkedin,linkedin-personal,li-pe-250,,2026-09-23,3,2026-09-26,comprendre-afrique-noms,text-rule,introduction,repost of company post 'Comprendre l'Afrique à travers les noms',repost,repost of company post 'Comprendre l'Afrique à travers les noms',profile activity page,,,,,,unavailable,,,,,,,,,,,,,single_platform,lifetime (age in age_days_at_collection),organic,personal profile; metrics not read; repost or account announcement
R252,linkedin,linkedin-personal,li-pe-251,,2026-09-19,7,2026-09-26,unresolved,text-rule,,"Hello, J'ai créé les comptes réseaux sociaux du site EthniAfrica début septembre...",image_post(single/multi unverified),"image (update-components-image), text about EthniAfrica social accounts (4700 FB, 1100 IG, 337 TikTok claims)",profile activity page,,,,,,unavailable,,,,,,,,,,,,,single_platform,lifetime (age in age_days_at_collection),organic,personal profile; metrics not read; repost or account announcement
